1;2;3;1400;SURF;SURF;FlannBased;SVM;86543;15;250.37;34.95;0.114026;572;467;7;30;5;63;572;9;538;12;5;8;572;11;17;540;2;2;572;32;8;10;514;8;571;64;7;16;10;474;
1;3;2;1400;SURF;SURF;FlannBased;SVM;86981;15;247.45;34.98;0.111927;571;487;5;33;2;44;572;9;532;22;2;7;572;19;7;537;4;5;572;31;7;9;513;12;572;82;5;11;4;470;
2;3;1;1400;SURF;SURF;FlannBased;SVM;87144;15;247.54;35.48;0.112277;572;466;11;30;10;55;571;9;537;11;7;7;572;7;6;552;3;4;572;33;3;3;516;17;572;76;9;14;6;467;
1;2;3;1425;SURF;SURF;FlannBased;SVM;86543;15;250.47;35.63;0.109829;572;464;9;36;6;57;572;7;543;13;2;7;572;12;18;532;6;4;572;20;9;7;525;11;571;65;9;12;4;481;
1;3;2;1425;SURF;SURF;FlannBased;SVM;86981;15;251.6;35.62;0.109479;571;489;5;23;4;50;572;13;534;20;0;5;572;16;6;543;2;5;572;28;6;10;512;16;572;86;9;4;5;468;
2;3;1;1425;SURF;SURF;FlannBased;SVM;87144;15;254.17;35.45;0.104582;572;485;5;19;6;57;571;9;539;14;2;7;572;12;6;550;0;4;572;31;2;4;516;19;572;76;7;13;6;470;
1;2;3;1450;SURF;SURF;FlannBased;SVM;86543;15;253.55;35.83;0.110878;572;465;11;37;6;53;572;9;537;15;2;9;572;10;13;541;6;2;572;27;8;9;521;7;571;68;7;12;6;478;
1;3;2;1450;SURF;SURF;FlannBased;SVM;86981;15;257.13;35.92;0.117174;571;475;9;35;5;47;572;11;534;18;3;6;572;20;12;537;1;2;572;24;6;8;510;24;572;79;7;12;6;468;
2;3;1;1450;SURF;SURF;FlannBased;SVM;87144;15;259.17;36.18;0.102833;572;484;12;22;6;48;571;7;544;11;4;5;572;12;10;548;1;1;572;37;3;6;512;14;572;72;5;13;5;477;
1;2;3;1475;SURF;SURF;FlannBased;SVM;86543;15;255.62;36.01;0.102483;572;472;8;29;8;55;572;7;544;12;3;6;572;11;13;542;4;2;572;20;8;5;530;9;571;66;8;15;4;478;
1;3;2;1475;SURF;SURF;FlannBased;SVM;86981;15;257.45;35.9;0.106681;571;474;3;30;4;60;572;8;542;14;2;6;572;9;11;542;6;4;572;28;11;8;515;10;572;68;11;7;5;481;
2;3;1;1475;SURF;SURF;FlannBased;SVM;87144;15;263.03;36.53;0.105282;572;476;10;26;4;56;571;6;540;10;4;11;572;10;11;545;3;3;572;31;7;7;514;13;572;65;3;12;9;483;
1;2;3;1500;SURF;SURF;FlannBased;SVM;86543;15;261.35;37.06;0.108779;572;473;11;27;9;52;572;9;543;13;3;4;572;13;10;544;3;2;572;23;8;7;522;12;571;70;14;15;6;466;
