1;2;3;2300;SURF;SURF;FlannBased;SVM;86543;15;491.87;0;-nan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;2;3;2300;SURF;SURF;FlannBased;SVM;86543;15;492.56;0.33;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;
